Título,Enlace,CVs inscritos,Ubicación,Funciones,Jornada,Experiencia,Tipo contrato,Salario Mínimo,Salario Máximo
Network Architect,https://www.tecnoempleo.com/network-architect-barcelona/azure-lan/rf-00051beb5243232d1a43,3,"Barcelona											
											 - España",Arquitecto TIC,Jornada completa,Más de 5 años,Indefinido,,
Arquitecto de Soluciones Java,https://www.tecnoempleo.com/arquitecto-soluciones-java-madrid/java-microservicios/rf-41e6125ea2a9b3dc904e,5,"Madrid											
											 - España",Arquitecto TIC,Jornada completa,2 años,Indefinido,54000,60000
IoT-OT Security Analyst,https://www.tecnoempleo.com/iot-ot-security-analyst-madrid/cism-cisa-cissp/rf-f85211b332ab83610849,7,"Madrid											
											 - España",Analista Programador,Jornada completa,3 años,Indefinido,45000,54000
Sap CO Senior Consultant,https://www.tecnoempleo.com/sap-co-senior-consultant-barcelona/sap/rf-773c13617246b35d074f,2,"Barcelona											
											 - España",Consultor,Jornada completa,3 años,Indefinido,,
Investigador UX (discapacidad),https://www.tecnoempleo.com/investigador-ux-discapacidad-madrid/ux-ui/rf-8e2215829283e3adde40,20,"Madrid											
											 - España",Analista,Jornada completa,1 año,Indefinido,21000,24000
Consultor/a ERP,https://www.tecnoempleo.com/consultor-erp-barcelona/access-sql/rf-ad891c3032b203833348,17,"Barcelona											
											 - España",Consultor,Jornada completa,3 años,Indefinido,,
Java Developer - 100% Remoto,https://www.tecnoempleo.com/java-developer-100-remoto-remoto/java/rf-e2fc12cc02d833698644,163,100% En remoto,Programador,Jornada completa,2 años,Indefinido,30000,45000
Desarrollador Dynamics F&O (AX),https://www.tecnoempleo.com/desarrollador-dynamics-f-o-ax-barcelona/dynamics/rf-cf13195d72d203484b44,1,"Barcelona											
											 - España",Programador,Jornada completa,3-5 años,Indefinido,,
JAVA Developer,https://www.tecnoempleo.com/java-developer-remoto/java-spring/rf-ed9a1376c28a23c63b4b,125,100% En remoto,Programador,Jornada completa,3-5 años,Indefinido,30000,45000
Administrador/a de sistemas,https://www.tecnoempleo.com/administrador-sistemas-hibrido/vmware-ccna-cisco-active-directory/rf-39e119728239d39f4748,33,Barcelona (Híbrido),Técnico de Sistemas,Jornada completa,2 años,Indefinido,,
Shopify Developer,https://www.tecnoempleo.com/shopify-developer-hibrido/shopify-php/rf-683e104f72d7238a7346,17,Barcelona (Híbrido),Desarrollador Web,Jornada completa,2 años,Indefinido,30000,39000
IT Project Manager Cloud - FinOps,https://www.tecnoempleo.com/it-project-manager-cloud-finops-hibrido/gcp-azure-oci/rf-3f8f1ff9f26693b06d41,23,Madrid (Híbrido),Jefe de Proyecto,Jornada completa,2 años,Indefinido,54000,60000
PHP Developer con Laravel,https://www.tecnoempleo.com/php-developer-con-laravel-tarragona/php-laravel/rf-51ea125d12ff13ee0d4b,79,"Tarragona											
											 - España",Programador,Jornada completa,3 años,Indefinido,30000,42000
Técnico de campo,https://www.tecnoempleo.com/tecnico-campo-valencia/plc/rf-2ce415fc52f073bb3342,14,"Valencia											
											 - España",Ingenieros/Industria,Jornada completa,Más de 5 años,Indefinido,33000,36000
Desarrollador Dynamics F&O (AX),https://www.tecnoempleo.com/desarrollador-dynamics-f-o-ax-barcelona/dynamics/rf-22391a3f0266d365334f,1,"Barcelona											
											 - España",Programador,Jornada completa,3-5 años,Indefinido,,
Project Leader Industrial,https://www.tecnoempleo.com/project-leader-industrial-bruselas/project-management/rf-27bb1ce4c26fe31c564c,3,"Bruselas											
											 - Bélgica",Ingenieros/Industria,Jornada completa,3-5 años,Indefinido,,
Ingeniero/a de Software C++,https://www.tecnoempleo.com/ingeniero-software-c-valladolid/c-c-c/rf-a1be1ab1325ac3883e42,12,"Valladolid											
											 - España",Programador,Jornada completa,2 años,Indefinido,,
Administrador/a de Sistemas Linux,https://www.tecnoempleo.com/administrador-sistemas-linux-madrid/linux-suse-redhat/rf-37d119e1c2edb34d8f43,132,"Madrid											
											 - España",Técnico de Sistemas,Jornada completa,2 años,Indefinido,,
Network Technician,https://www.tecnoempleo.com/network-technician-barcelona/redes-routers-switches-vlan/rf-d10b1bd942c243461246,34,"Barcelona											
											 - España",Redes,Jornada completa,2 años,Indefinido,24000,30000
Arquitecto/a Big Data,https://www.tecnoempleo.com/arquitecto-big-data-hibrido/big-data-datalakes-lakehouse-datamesh-datahubs/rf-5dbe18cb226ff3d2984b,20,Madrid (Híbrido),Big Data,Jornada completa,3-5 años,Indefinido,,
Onsite Support,https://www.tecnoempleo.com/onsite-support-presencial/helpdesk-servicedesk-configuracion-incial/rf-62ad16d3026153c95c40,159,Madrid (Presencial),Helpdesk,Jornada completa,1 año,Indefinido,,
Data Engineer,https://www.tecnoempleo.com/data-engineer-hibrido/powerbi-etl-sql/rf-ac031be1d230c32aa648,31,Madrid (Híbrido),Big Data,Jornada completa,2 años,Indefinido,33000,48000
Python Developer,https://www.tecnoempleo.com/python-developer-gipuzkoa/python-django/rf-e74f194cc27613301843,40,"San Sebastián -  
											
											Gipuzkoa											
España",Programador,Jornada completa,3 años,Indefinido,,
React Developer,https://www.tecnoempleo.com/react-developer-espana/react-html-css/rf-3f901f3d22c56350a04e,169,España,Programador,Jornada completa,2 años,Indefinido,,
.Net Developer,https://www.tecnoempleo.com/net-developer-remoto/net-net-core/rf-7bc0180ec2e9539df345,158,100% En remoto,Programador,Jornada completa,2 años,Indefinido,,
Angular Developer,https://www.tecnoempleo.com/angular-developer-espana/angular-typescript/rf-37771997826063b4204b,79,España,Programador,Jornada completa,2 años,Indefinido,,
Desarrollador C++,https://www.tecnoempleo.com/desarrollador-c-remoto/c-sql/rf-bb591f9e326333370a4a,102,100% En remoto,Programador,Jornada completa,2 años,Indefinido,,
Frontend Developer,https://www.tecnoempleo.com/frontend-developer-espana/angular-react-vue/rf-588212ae8288e3beda4a,198,España,Programador,Jornada completa,2 años,Indefinido,,
Vue.JS Developer,https://www.tecnoempleo.com/vuejs-developer-espana/vue-html-css/rf-9f0a13d182624317e745,77,España,Programador,Jornada completa,2 años,Indefinido,,
IT Audit Analyst,https://www.tecnoempleo.com/it-audit-analyst-barcelona/cisa-cia-cism-cissp/rf-35b41d0272eea386f941,14,"Barcelona											
											 - España",Analista,Jornada completa,3-5 años,Indefinido,45000,54000
Desarrollador Fullstack PHP,https://www.tecnoempleo.com/desarrollador-fullstack-php-hibrido/php-cakephp-laravel/rf-886315f1e222e366594a,82,Madrid (Híbrido),Programador,Jornada completa,3-5 años,Indefinido,,
Microsoft 365 Engineer,https://www.tecnoempleo.com/microsoft-365-engineer-barcelona/microsoft-365/rf-7a0613444281f35ba644,3,"Barcelona											
											 - España",Técnico de Sistemas,Jornada completa,3 años,Indefinido,,
Ingeniero/a Calidad,https://www.tecnoempleo.com/ingeniero-calidad-barcelona/calidad-six-sigma/rf-0dbc1556c23de391a24c,10,"Barcelona											
											 - España",Sistemas de Calidad,Jornada completa,3-5 años,Indefinido,39000,45000
Programador Senior J2EE,https://www.tecnoempleo.com/programador-senior-j2ee-madrid/j2ee-struts-spring-hibernate-jboss-eclipse-/rf-316c1aabd29203ed7a43,27,"Madrid											
											 - España",Programador,Jornada completa,3 años,Indefinido,,
IT Audit Analyst,https://www.tecnoempleo.com/it-audit-analyst-hibrido/cisa-cia-cism-cissp-nist-csf/rf-e62d15a492b0a3a57b47,8,Barcelona (Híbrido),Auditor,Jornada completa,3-5 años,Indefinido,45000,54000
Product Owner Técnico (Líder Backend),https://www.tecnoempleo.com/product-owner-tecnico-lider-backend-remoto/java-microservicios/rf-06f31e4342afd38e9c4d,43,100% En remoto,Responsable de Producto,Jornada completa,3 años,Indefinido,,
Experto/a en Bases de datos,https://www.tecnoempleo.com/experto-en-bases-datos-madrid/postgresql-mysql-python/rf-10831a51b2a6e3ff9b4e,22,"Madrid											
											 - España",Base de Datos/DBA,Jornada completa,3 años,Indefinido,,
Research Account Manager,https://www.tecnoempleo.com/research-account-manager-madrid/brandwatch-adwords-quid/rf-877e188772aaa3d8224e,13,"Madrid											
											 - España",Jefe de Proyecto,Jornada completa,3-5 años,Indefinido,33000,42000
Software engineer (Vue.js+Node.js),https://www.tecnoempleo.com/software-engineer-vuejs-nodejs-hibrido/vue-node/rf-4b171e1702bc0360b74a,12,Barcelona (Híbrido),Programador,Jornada completa,3-5 años,Indefinido,45000,54000
Responsable Calidad Cliente,https://www.tecnoempleo.com/responsable-calidad-cliente-valladolid/calidad-apw/rf-58891d375263e3e14b41,12,"Valladolid											
											 - España",Sistemas de Calidad,Jornada completa,3 años,Indefinido,,
Administrador de Sistemas,https://www.tecnoempleo.com/administrador-sistemas-presencial/azure-o365/rf-926a12f922e0f3efa84b,34,Bizkaia (Presencial),Administrador,Jornada completa,3 años,Indefinido,,
Diseñador y Programador electrónica,https://www.tecnoempleo.com/disenador-programador-electronica-hibrido/c-c/rf-1776181fe2a1035dd948,10,Navarra (Híbrido),Electrónica,Jornada completa,3-5 años,Indefinido,,
Ingeniero electrónico,https://www.tecnoempleo.com/ingeniero-electronico-gipuzkoa/electronica-plc/rf-e4231925d21be341f34c,8,"Gipuzkoa											
											 - España",Electrónica,Jornada completa,2 años,Indefinido,,
Desarrollador/a fullstack,https://www.tecnoempleo.com/desarrollador-fullstack-madrid/fullstack-backend/rf-46071b3092b2833c544a,28,"Madrid											
											 - España",Programador,Jornada completa,3-5 años,Indefinido,,
Ingeniero/a señales de radionavegación,https://www.tecnoempleo.com/ingeniero-senales-radionavegacion-hibrido/gps-radionavegacion/rf-a392129ec261139c2b44,10,Madrid (Híbrido),Ingenieros/Industria,Jornada completa,2 años,Indefinido,,
Consultor/a de SAP FICO,https://www.tecnoempleo.com/consultor-sap-fico-hibrido/sap-fico/rf-f4d410e3b273136b9f4e,15,Barcelona (Híbrido),Consultor,Jornada completa,3 años,Indefinido,39000,54000
Programador Front Angular-HTML5,https://www.tecnoempleo.com/programador-front-angular-html5-madrid/angular-html5-css3-git-jenkins/rf-19b61f00f2ba33be364a,308,"Madrid											
											 - España",Programador,Jornada completa,3 años,Indefinido,,
Project Manager - Cliente Internacional,https://www.tecnoempleo.com/project-manager-cliente-internacional-hibrido/scrum-kanban-python-django-p/rf-fd7d1f1cf2a1c3d2dc40,40,Barcelona (Híbrido),Jefe de Proyecto,Jornada completa,2 años,Indefinido,30000,36000
Responsable certificación aeronáutica,https://www.tecnoempleo.com/responsable-certificacion-aeronautica-madrid/aeronautica-emar/rf-a91b1322125a330f0f43,4,"Madrid											
											 - España",Ingenieros/Industria,Jornada completa,3 años,Indefinido,,
Project Manager - Cliente Internacional,https://www.tecnoempleo.com/project-manager-cliente-internacional-hibrido/scrum-kanban/rf-e5b611683254b3654242,18,Barcelona (Híbrido),Jefe de Proyecto,Jornada completa,2 años,Indefinido,30000,36000
Programador .Net,https://www.tecnoempleo.com/programador-net-madrid/net-sql-microsoft-dynamics-crm-oracle-sharepoint-c/rf-c08a117ef22f1369704c,338,"Madrid											
											 - España",Analista Programador,Jornada completa,Sin Experiencia,Indefinido,,
Desarrollo software junior,https://www.tecnoempleo.com/desarrollo-software-junior-madrid/c-c-java/rf-1e191780c239e3477f44,1472,"Torrejón De Ardoz -  
											
											Madrid											
España",Programador,Jornada completa,Sin Experiencia,A determinar,,
Desarrollador Front End,https://www.tecnoempleo.com/desarrollador-front-end-madrid/javascript-angular-vue-bootstrap-react/rf-440b1e94d255b36c6c4f,922,"Madrid											
											 - España",Desarrollador Web,Jornada completa,2 años,Indefinido,,
Desarrollador Java,https://www.tecnoempleo.com/desarrollador-java-madrid/java-xml-voip-linux-avaya/rf-a4fb1cf4b21fc32a4e48,921,"Madrid											
											 - España",Analista Programador,Jornada completa,Sin Experiencia,Indefinido,,
Ingeniero de Redes - Seg. Perimetral,https://www.tecnoempleo.com/ingeniero-redes-seg-perimetral-hibrido/firewall-f5-dns/rf-d6e7192c028163020a4f,28,Madrid (Híbrido),Redes,Jornada completa,3 años,Indefinido,36000,60000
System Engineer - Aviation Industry,https://www.tecnoempleo.com/system-engineer-aviation-industry-bruselas/electronica-plc-c/rf-44a8155e7206630d3145,5,"Bruselas											
											 - Bélgica",Electrónica,Jornada completa,3-5 años,Indefinido,,
Jefe de Proyecto de Ingeniería 4.0,https://www.tecnoempleo.com/jefe-proyecto-ingenieria-40-madrid/pmp/rf-738e1f39a204830fb74d,19,"Madrid											
											 - España",Ingenieros/Industria,Jornada completa,3 años,Indefinido,,
Desarrollador Web NODE,https://www.tecnoempleo.com/desarrollador-web-node-remoto/nodejs-express-nextjs-javascript-react-redux/rf-d80e1fe48276e3ff6344,747,100% En remoto,Desarrollador Web,Jornada completa,1 año,Indefinido,42000,54000
Embedded Software Developer (h/m),https://www.tecnoempleo.com/embedded-software-developer-h-m-hibrido/c-c/rf-10881b21e2e5439e4b4d,8,Zaragoza (Híbrido),Programador,Jornada completa,3 años,Indefinido,33000,39000
Responsable de Mejora Continua,https://www.tecnoempleo.com/responsable-mejora-continua-palencia/lean/rf-b7b91b5b729e136df943,8,"Palencia											
											 - España",Ingenieros/Industria,Jornada completa,Más de 5 años,Indefinido,,
Desarrollador SAP-ABAP,https://www.tecnoempleo.com/desarrollador-sap-abap-zaragoza/sap-abap/rf-477e180192843329494a,8,"Zaragoza											
											 - España",Programador,Jornada completa,3-5 años,Indefinido,30000,39000
Full stack java react,https://www.tecnoempleo.com/full-stack-java-react-madrid/java-react/rf-1f4c1776d2cd036c0744,25,"Madrid											
											 - España",Programador,Jornada completa,3 años,Indefinido,54000,72000
Quality Engineer Customer,https://www.tecnoempleo.com/quality-engineer-customer-zaragoza/calidad/rf-40d51775f280730aa14d,2,"Zaragoza											
											 - España",Sistemas de Calidad,Jornada completa,3 años,Indefinido,,
Jefe de proyectos aeronáuticos,https://www.tecnoempleo.com/jefe-proyectos-aeronauticos-teruel/aeronautica/rf-51fa1d94b2ead31a8240,5,"Teruel											
											 - España",Jefe de Proyecto,Jornada completa,3 años,Indefinido,,
Project Manager- Ingles alto,https://www.tecnoempleo.com/project-manager-ingles-alto-hibrido/pmp-sql/rf-4bc21074c26f23015945,45,Madrid (Híbrido),Jefe de Proyecto,Jornada completa,1 año,Indefinido,45000,54000
BECA Salesforce,https://www.tecnoempleo.com/beca-salesforce-madrid/salesforce/rf-499117f8920653281440,191,"Madrid											
											 - España",Ingenieros/Industria,Intensiva Mañana,Sin Experiencia,Prácticas,,
Desarrollador/a Back-End Senior,https://www.tecnoempleo.com/desarrollador-back-end-senior-hibrido/php-symfony-mysql-mariadb/rf-01b81c9bf2cff3b3f943,57,Bizkaia (Híbrido),Programador,Jornada completa,3 años,Indefinido,,
Responsable ciberseguridad SOC/CERT,https://www.tecnoempleo.com/responsable-ciberseguridad-soc-cert-valladolid/ciberseguridad-soc-cert/rf-fce311cd22cdb32f5043,18,"Valladolid											
España",Ciberseguridad,Jornada completa,3 años,Indefinido,,
Paid Traffic Specialist,https://www.tecnoempleo.com/paid-traffic-specialist-barcelona/google-analytics-google-tag-manager/rf-e02719d7727483779843,15,"Barcelona											
											 - España",Marketing,Jornada completa,3 años,Indefinido,,
Ingeniero Ciberseguridad Industrial,https://www.tecnoempleo.com/ingeniero-ciberseguridad-industrial-hibrido/ciberseguridad/rf-c4601bf332043358784b,15,Burgos (Híbrido),Ciberseguridad,Jornada completa,2 años,Indefinido,,
IT Project Manager (Sector Call Center),https://www.tecnoempleo.com/it-project-manager-sector-call-center-hibrido/project-manager-pm/rf-62f6157b8249b30e144e,69,Madrid (Híbrido),Jefe de Proyecto,Jornada completa,3 años,Indefinido,,
Ingeniero Soporte Redes N2 discapacidad,https://www.tecnoempleo.com/ingeniero-soporte-redes-n2-discapacidad-madrid/servicenow-juniper/rf-c0f511a1f23bb3b9be4f,13,"Madrid											
											 - España",Redes,Jornada completa,1 año,Indefinido,27000,30000
Ingeniero de Seguridad QA,https://www.tecnoempleo.com/ingeniero-seguridad-qa-remoto/devsecops-owasp/rf-d2b415e6d2c993fd884d,60,100% En remoto,Ciberseguridad,Jornada completa,2 años,Indefinido,39000,48000
RENAULT - LÍder ingeniería sistema AD,https://www.tecnoempleo.com/renault-l-der-ingenieria-sistema-ad-valladolid/electronica/rf-c0621328427513bf1044,7,"Valladolid, Valladolid -  
											
											Valladolid											
España",Ingenieros/Industria,Jornada completa,1 año,Indefinido,,
RENAULT - NFT Cyberseguridad,https://www.tecnoempleo.com/renault-nft-cyberseguridad-valladolid/canbus-python-c/rf-738a117fe2bca3537443,41,"Valladolid, Valladolid -  
											
											Valladolid											
España",Ciberseguridad,Jornada completa,1 año,Indefinido,,
Ingeniero de Seguridad QA,https://www.tecnoempleo.com/ingeniero-seguridad-qa-remoto/devsecops-qa-owasp/rf-50181ee1a221a367454b,57,100% En remoto,Ciberseguridad,Jornada completa,2 años,Indefinido,39000,48000
Cloud Cibersecurity Engineer,https://www.tecnoempleo.com/cloud-cibersecurity-engineer-hibrido/azure-microsoft-365/rf-a5c4141e42b043ecf749,2,Bizkaia (Híbrido),Ciberseguridad,Jornada completa,3 años,Indefinido,39000,54000
